user_id,name,age,gender,region,education_level,occupation,annual_income,joint_income,business_income,property_value,loan_amount,repayment_score,fraud_flag,id_verified,document_validity,verification_date,last_transaction_date,beneficiary_count,credit_score,loan_status,timestamp
7040,Nisha Mehta,54,Female,Pune,High School,Teacher,2338280,,0,35623051,11801957,366,1,Yes,Valid,2024-01-04 16:51:07,2025-02-09 21:17:33,4,308,Rejected,2023-01-05 21:19:00
7041,Nikhil Mehta,44,Male,Pune,Master,Mechanic,3244049,2047896.0,0,45086240,16470455,580,0,Yes,Valid,2021-08-20 04:31:05,2025-11-22 03:38:47,6,550,Approved,2023-01-05 21:20:00
7042,Ishita Sharma,43,Female,Bangalore,Bachelor,Civil Servant,2834528,750308.0,0,39521602,20000000,448,0,Yes,Valid,2021-06-29 02:07:07,2024-09-01 15:23:51,3,477,Rejected,2023-01-05 21:21:00
7043,Dev Loyal,47,Male,Kolkata,Bachelor,IT Professional,3676675,,0,34234412,10325486,637,0,Yes,Valid,2022-02-18 10:06:40,2023-12-14 12:56:05,5,675,Approved,2023-01-05 21:22:00
7044,Aarav Iyer,59,Male,Bangalore,Bachelor,Doctor,3850660,,0,50000000,20000000,488,0,Yes,Expired,2023-08-21 01:14:00,2025-01-06 01:14:36,4,457,Rejected,2023-01-05 21:23:00
7045,Kavya Joshi,58,Female,Hyderabad,Master,Nurse,3510464,,0,40613655,19172403,475,0,Yes,Valid,2022-07-25 19:58:48,2025-12-30 16:40:36,4,484,Rejected,2023-01-05 21:24:00
7046,Indira Mehta,25,Female,Bangalore,High School,Nurse,3548011,,0,23654103,14476752,459,0,Yes,Valid,2022-08-20 04:16:08,2022-09-23 21:36:26,5,474,Approved,2023-01-05 21:25:00
7047,Aditya Murty,47,Male,Kolkata,Bachelor,Engineer,4964019,,0,27816663,14525669,624,0,Yes,Expired,2025-01-05 18:18:28,2025-07-25 14:39:06,4,608,Rejected,2023-01-05 21:26:00
7048,Kavya Gaba,37,Female,Ahmedabad,Master,Civil Servant,6000000,,0,36480608,18614822,568,0,Yes,Valid,2023-12-02 23:59:27,2025-03-11 21:38:32,6,587,Rejected,2023-01-05 21:27:00
7049,Manish Sharma,56,Male,Pune,Bachelor,Doctor,2271564,,0,21193032,6658255,601,0,Yes,Valid,2020-10-09 16:44:38,2023-06-10 20:52:16,2,633,Rejected,2023-01-05 21:28:00
7050,Manish Verma,43,Male,Mumbai,Diploma,Doctor,4718295,,0,23786111,16734695,486,0,Yes,Valid,2020-01-03 07:54:08,2024-10-24 10:35:22,5,518,Approved,2023-01-05 21:29:00
7051,Dev Kapoor,64,Male,Mumbai,High School,Engineer,1634919,,0,16200451,5678112,557,0,Yes,Valid,2023-03-01 14:56:03,2024-08-07 21:24:17,1,616,Approved,2023-01-05 21:30:00
7052,Aarav Reddy,40,Male,Hyderabad,High School,Teacher,1680455,,0,21296458,5742521,597,0,Yes,Valid,2022-08-03 15:18:17,2023-07-26 06:18:22,2,612,Rejected,2023-01-05 21:31:00
7053,Aarohi Kapoor,50,Female,Kolkata,Bachelor,Farmer,5013730,2719418.0,734990,49138211,20000000,598,0,Yes,Valid,2022-03-15 14:14:58,2025-01-10 19:24:11,6,584,Approved,2023-01-05 21:32:00
7054,Aarav Bose,25,Male,Bangalore,Bachelor,Self Employed,2302547,,516139,26393786,14739197,512,0,Yes,Valid,2022-03-04 06:44:05,2023-10-03 12:37:19,4,535,Approved,2023-01-05 21:33:00
7055,Eshan Master,62,Male,Lucknow,High School,Business Owner,951490,3542964.0,556646,9625319,3672622,794,0,Yes,Expired,2024-03-01 19:18:38,2025-06-27 04:33:25,6,811,Approved,2023-01-05 21:34:00
7056,Shaurya Verma,27,Male,Kolkata,Master,Accountant,1201910,,0,10823795,5518369,527,0,Yes,Valid,2021-05-23 10:54:26,2023-03-03 02:49:49,1,580,Approved,2023-01-05 21:35:00
7057,Aarohi Nair,37,Female,Jaipur,Bachelor,Civil Servant,1486784,,0,10467993,5801611,543,0,Yes,Valid,2021-05-15 22:04:57,2024-09-10 05:42:42,1,569,Rejected,2023-01-05 21:36:00
7058,Ubika Das,57,Female,Lucknow,High School,Student,1216067,,0,7109129,3412269,660,0,Yes,Valid,2023-01-25 21:10:56,2025-10-28 06:55:46,2,668,Approved,2023-01-05 21:37:00
7059,Aarav Sharma,63,Male,Mumbai,High School,Civil Servant,2860458,,0,16234221,10107070,633,0,No,Valid,2023-10-13 18:45:16,2025-07-26 12:11:54,4,651,Approved,2023-01-05 21:38:00
7060,Nikhil Chauhan,42,Male,Jaipur,Master,Civil Servant,1421145,3688265.0,0,12647746,3553876,724,0,Yes,Valid,2020-01-25 12:56:03,2024-02-07 02:17:09,6,765,Rejected,2023-01-05 21:39:00
7061,Ananya Iyer,42,Female,Mumbai,Master,Engineer,1902759,,0,6964307,4435709,651,0,Yes,Valid,2020-05-13 11:48:36,2022-02-03 10:20:06,2,630,Approved,2023-01-05 21:40:00
7062,Aditya Mehta,23,Male,Delhi,PhD,Student,1615272,,0,15351436,10529176,375,0,No,Valid,2024-12-22 02:10:08,2025-03-21 14:06:08,2,387,Rejected,2023-01-05 21:41:00
7063,Rhea Reddy,64,Female,Kolkata,Bachelor,Civil Servant,1105647,,0,8395193,2777925,603,0,Yes,Valid,2022-04-27 18:49:02,2023-10-21 20:20:48,1,572,Rejected,2023-01-05 21:42:00
7064,Indira Sharma,21,Female,Kolkata,Master,Civil Servant,1132768,4000000.0,0,6682786,4231931,703,0,Yes,Valid,2023-01-21 14:37:14,2023-02-19 02:07:22,6,702,Approved,2023-01-05 21:43:00
7065,Sanya Gupta,22,Female,Pune,High School,IT Professional,3451562,,0,11758015,9168598,632,0,Yes,Valid,2022-04-25 08:53:59,2022-06-27 23:36:00,4,664,Approved,2023-01-05 21:44:00
7066,Harsh Nath,41,Male,Mumbai,High School,Engineer,2576800,1749849.0,0,23936526,8635471,650,0,Yes,Valid,2022-09-29 05:32:10,2025-12-05 02:49:51,4,672,Approved,2023-01-05 21:45:00
7067,Kunal Sharma,21,Male,Delhi,High School,Nurse,442265,,0,3355064,2214669,446,1,Yes,Valid,2025-09-12 13:59:08,2025-12-06 05:16:40,2,376,Rejected,2023-01-05 21:46:00
7068,Ishan Singh,28,Male,Ahmedabad,Bachelor,Civil Servant,1593106,,0,12870732,4166860,687,0,Yes,Valid,2023-12-24 05:04:55,2024-08-28 00:01:37,1,701,Approved,2023-01-05 21:47:00
7069,Aarav Verma,48,Male,Kolkata,High School,Nurse,3419451,1531769.0,0,11812582,7224640,731,0,Yes,Pending,2020-05-13 22:58:26,2025-08-02 21:18:12,4,767,Rejected,2023-01-05 21:48:00
7070,Eshan Bose,52,Male,Hyderabad,Bachelor,Civil Servant,2902373,1203511.0,0,41711201,19323507,529,0,Yes,Valid,2020-09-05 14:42:13,2023-11-05 15:33:14,4,596,Rejected,2023-01-05 21:49:00
7071,Kavya Murty,34,Female,Delhi,High School,Student,6000000,1696770.0,0,50000000,20000000,632,0,Yes,Valid,2020-05-11 16:29:45,2021-02-17 02:57:42,6,645,Approved,2023-01-05 21:50:00
7072,Shaurya Gupta,55,Male,Bangalore,Bachelor,Student,1923658,,0,10593414,6112867,577,0,Yes,Valid,2022-09-25 18:17:50,2025-03-06 16:06:06,3,600,Approved,2023-01-05 21:51:00
7073,Manish Murty,47,Male,Hyderabad,Master,Mechanic,2640293,,0,26028955,12396255,405,0,Yes,Valid,2024-09-28 08:57:03,2024-11-30 08:09:10,3,455,Rejected,2023-01-05 21:52:00
7074,Aarav Kulkarni,31,Male,Chennai,Bachelor,Accountant,1407190,,0,17752309,8577029,440,0,Yes,Valid,2021-03-24 06:15:01,2021-04-19 23:48:23,3,463,Rejected,2023-01-05 21:53:00
7075,Aarav Chauhan,52,Male,Jaipur,Bachelor,Business Owner,1009849,,1195987,9599230,4421655,663,0,Yes,Valid,2022-06-16 11:02:47,2025-10-19 21:05:10,2,638,Approved,2023-01-05 21:54:00
7076,Arjun Murty,47,Male,Chennai,High School,IT Professional,2625711,,0,32177296,9169633,581,0,Yes,Valid,2021-02-27 08:25:47,2025-04-28 10:33:26,4,630,Approved,2023-01-05 21:55:00
7077,Gautam Mehta,56,Male,Chennai,High School,Farmer,1797951,501698.0,707824,15628031,4118992,723,0,Yes,Valid,2020-08-15 21:54:49,2023-11-09 14:55:39,4,751,Approved,2023-01-05 21:56:00
7078,Damini Gaba,27,Female,Lucknow,Bachelor,Doctor,6000000,,0,50000000,20000000,583,0,Yes,Valid,2022-11-08 14:57:01,2023-04-06 18:32:14,6,592,Rejected,2023-01-05 21:57:00
7079,Ananya Loyal,31,Female,Mumbai,Diploma,Doctor,1630704,,0,14411308,8651069,535,0,Yes,Valid,2022-01-01 09:59:10,2022-09-05 21:09:57,2,572,Rejected,2023-01-05 21:58:00
7080,Pranav Gupta,34,Male,Mumbai,Master,Self Employed,1772853,,280647,19911888,10201113,455,0,Yes,Pending,2021-06-14 19:41:10,2021-06-20 15:46:25,4,491,Rejected,2023-01-05 21:59:00
7081,Tanvi Nair,36,Female,Lucknow,Master,Accountant,2278733,2285224.0,0,13960170,6808058,713,0,Yes,Expired,2022-01-15 23:00:37,2022-01-26 11:11:52,4,707,Rejected,2023-01-05 22:00:00
7082,Aarav Joshi,60,Male,Lucknow,High School,Doctor,3502188,,0,46813687,18645061,483,0,No,Valid,2024-09-19 23:32:29,2025-11-24 13:01:56,4,462,Rejected,2023-01-05 22:01:00
7083,Eshan Joshi,53,Male,Chennai,High School,Civil Servant,3357075,,0,38355607,18957396,419,0,Yes,Valid,2022-09-19 21:56:53,2025-07-22 20:05:05,5,426,Rejected,2023-01-05 22:02:00
7084,Ananya Joshi,44,Female,Bangalore,High School,Engineer,953792,1175454.0,243462,3342329,1979378,735,0,No,Valid,2025-10-10 19:13:13,2025-11-03 12:07:35,2,748,Rejected,2023-01-05 22:03:00
7085,Indira Nath,44,Female,Delhi,Master,Mechanic,4206797,2140833.0,0,50000000,20000000,560,0,Yes,Valid,2020-11-02 15:57:21,2024-01-01 19:20:18,6,607,Approved,2023-01-05 22:04:00
7086,Eshan Sharma,59,Male,Delhi,High School,IT Professional,2016619,2156576.0,0,19213324,9971068,605,0,Yes,Valid,2021-10-10 17:13:16,2025-12-25 07:40:16,5,556,Approved,2023-01-05 22:05:00
7087,Pranav Singh,40,Male,Jaipur,Bachelor,Farmer,573365,,172629,2381160,1936080,645,0,Yes,Valid,2021-01-04 16:08:16,2022-01-15 15:48:16,0,656,Approved,2023-01-05 22:06:00
7088,Rohit Verma,30,Male,Ahmedabad,Bachelor,Farmer,2191138,2913633.0,1260721,22334660,6796749,713,0,Yes,Valid,2024-02-22 13:53:00,2025-10-30 02:41:18,6,675,Rejected,2023-01-05 22:07:00
7089,Eshan Gaba,27,Male,Jaipur,Bachelor,Doctor,1315132,,0,7052034,2145861,696,0,No,Valid,2021-12-28 13:02:04,2024-12-06 18:20:55,3,660,Rejected,2023-01-05 22:08:00
7090,Ubika Master,35,Female,Kolkata,Bachelor,Mechanic,3954004,2771387.0,0,45979883,18024794,675,0,Yes,Valid,2025-10-25 22:28:58,2025-12-21 12:39:02,6,718,Rejected,2023-01-05 22:09:00
7091,Manish Bose,49,Male,Pune,Diploma,Mechanic,2600133,1054671.0,0,17334112,10038516,660,0,Yes,Valid,2025-05-21 00:51:12,2025-07-05 10:07:24,3,648,Rejected,2023-01-05 22:10:00
7092,Ananya Master,41,Female,Jaipur,Master,Business Owner,3747369,4000000.0,1839030,35728526,19539056,672,0,Yes,Valid,2024-08-11 20:15:57,2025-01-31 14:46:35,6,719,Approved,2023-01-05 22:11:00
7093,Ishita Master,39,Female,Hyderabad,High School,Mechanic,3975144,,0,35308479,16674634,424,0,Yes,Valid,2024-08-13 22:17:16,2025-07-20 17:38:34,5,434,Approved,2023-01-05 22:12:00
7094,Rohit Kapoor,42,Male,Kolkata,Bachelor,Accountant,1741379,,0,26340273,12812813,473,0,Yes,Valid,2025-06-12 10:27:42,2025-09-12 03:31:24,2,539,Rejected,2023-01-05 22:13:00
7095,Ubika Mehta,63,Female,Bangalore,Master,Salesperson,2479342,,0,21247900,10852662,496,0,Yes,Valid,2020-11-07 09:02:04,2021-05-25 13:43:06,3,483,Rejected,2023-01-05 22:14:00
7096,Pooja Bose,64,Female,Kolkata,High School,Salesperson,3863032,,0,29652356,13495338,592,0,Yes,Valid,2024-04-29 11:02:50,2025-01-09 08:15:57,4,582,Approved,2023-01-05 22:15:00
7097,Nikhil Murty,28,Male,Bangalore,Bachelor,Mechanic,2445741,,0,32665434,12157312,496,0,Yes,Valid,2021-10-16 22:41:52,2024-11-01 03:04:18,4,512,Approved,2023-01-05 22:16:00
7098,Kunal Das,26,Male,Bangalore,Bachelor,Doctor,1449586,4000000.0,0,7658420,4390078,745,0,Yes,Valid,2024-03-23 03:18:28,2024-10-24 11:24:34,5,760,Approved,2023-01-05 22:17:00
7099,Damini Kapoor,31,Female,Hyderabad,High School,Civil Servant,4505476,3882674.0,351944,9521596,7245804,804,0,Yes,Valid,2022-06-28 05:56:47,2022-07-20 19:52:30,6,836,Approved,2023-01-05 22:18:00
7100,Kavya Iyer,58,Female,Lucknow,Bachelor,Salesperson,2216038,,0,21436357,8241987,487,0,Yes,Valid,2021-06-01 18:45:27,2024-06-05 21:21:30,2,467,Rejected,2023-01-05 22:19:00
7101,Eshan Sharma,41,Male,Bangalore,Diploma,Engineer,1476203,,0,20754601,7238068,569,0,Yes,Valid,2025-08-28 08:37:03,2025-10-18 21:20:30,3,574,Approved,2023-01-05 22:20:00
7102,Sanya Iyer,59,Female,Pune,Master,Self Employed,5702385,,564600,50000000,20000000,596,0,Yes,Valid,2020-04-04 03:49:49,2023-07-17 06:55:13,6,576,Approved,2023-01-05 22:21:00
7103,Damini Nath,49,Female,Kolkata,Bachelor,Clerk,844051,,0,4929917,1797676,654,0,Yes,Valid,2024-07-05 11:06:57,2025-11-12 17:18:54,0,712,Approved,2023-01-05 22:22:00
7104,Indira Reddy,45,Female,Pune,Bachelor,Engineer,1567982,,0,16885266,7611750,576,0,Yes,Pending,2022-09-07 04:32:56,2024-04-20 12:22:20,2,579,Approved,2023-01-05 22:23:00
7105,Pranav Nath,33,Male,Delhi,Bachelor,Farmer,1642564,986970.0,1754844,14285754,5805694,627,0,Yes,Valid,2021-06-11 15:02:02,2025-06-01 17:45:09,5,662,Rejected,2023-01-05 22:24:00
7106,Gautam Nair,36,Male,Ahmedabad,Bachelor,IT Professional,3393546,,0,20960993,14392289,529,0,Yes,Valid,2020-12-05 21:47:36,2025-08-25 06:07:13,3,520,Rejected,2023-01-05 22:25:00
7107,Tanvi Kulkarni,27,Female,Ahmedabad,High School,Engineer,1836495,,0,11032793,6284073,618,0,Yes,Valid,2024-02-09 14:48:23,2024-09-25 14:04:47,3,638,Rejected,2023-01-05 22:26:00
7108,Nikhil Loyal,43,Male,Delhi,High School,Engineer,1553695,,0,24027490,10155897,412,0,Yes,Valid,2024-02-19 15:52:04,2024-12-01 09:02:49,2,419,Rejected,2023-01-05 22:27:00
7109,Pranav Nath,33,Male,Hyderabad,High School,Nurse,3687121,834252.0,0,49270362,20000000,473,0,Yes,Valid,2023-08-10 12:17:51,2025-08-01 09:51:05,4,495,Rejected,2023-01-05 22:28:00
7110,Ananya Iyer,33,Female,Jaipur,Master,IT Professional,3234650,1778594.0,0,21892394,12966864,612,0,Yes,Expired,2024-12-05 02:14:00,2025-10-14 09:47:37,5,624,Approved,2023-01-05 22:29:00
7111,Aarav Loyal,22,Male,Bangalore,Bachelor,IT Professional,1895111,2333630.0,0,17025374,9150546,637,0,Yes,Valid,2025-07-08 21:06:15,2025-11-17 16:00:35,4,685,Rejected,2023-01-05 22:30:00
7112,Aarohi Loyal,56,Female,Kolkata,High School,Salesperson,2459013,,0,35331014,16412465,357,0,Yes,Valid,2024-01-14 04:39:38,2025-02-26 03:58:06,2,331,Approved,2023-01-05 22:31:00
7113,Ishan Verma,62,Male,Jaipur,Bachelor,Business Owner,1245422,1961304.0,435910,13009622,7663484,615,1,No,Pending,2025-10-09 18:27:06,2025-11-02 08:48:29,4,545,Rejected,2023-01-05 22:32:00
7114,Damini Iyer,42,Female,Jaipur,Bachelor,Self Employed,1951496,,1526364,31425644,12761106,646,0,Yes,Valid,2021-09-14 04:37:05,2022-03-31 14:06:01,4,662,Rejected,2023-01-05 22:33:00
7115,Aditya Sharma,44,Male,Hyderabad,Bachelor,Civil Servant,2112898,,0,16071727,5873648,599,0,Yes,Valid,2024-06-08 12:32:32,2024-11-09 08:55:04,4,597,Approved,2023-01-05 22:34:00
7116,Damini Kapoor,61,Female,Ahmedabad,Bachelor,Student,1145335,,0,12913350,4511843,621,0,Yes,Valid,2025-12-28 12:53:44,2025-12-30 17:26:53,1,621,Approved,2023-01-05 22:35:00
7117,Rohit Das,43,Male,Lucknow,Diploma,Self Employed,957271,1979283.0,3054896,6376142,4034405,709,0,Yes,Valid,2023-09-26 20:46:11,2024-12-23 01:12:43,5,711,Approved,2023-01-05 22:36:00
7118,Kunal Sharma,48,Male,Chennai,Diploma,Engineer,1792751,1845188.0,0,18750856,8012573,643,0,Yes,Valid,2024-11-04 03:23:54,2025-12-24 06:03:43,3,686,Approved,2023-01-05 22:37:00
7119,Sanya Reddy,39,Female,Lucknow,Master,Accountant,3709009,,0,22839852,16781975,566,0,Yes,Valid,2023-06-25 09:03:34,2024-10-01 14:49:27,3,580,Approved,2023-01-05 22:38:00
7120,Rhea Bose,43,Female,Ahmedabad,Bachelor,Civil Servant,2924761,,0,45632533,12823255,495,0,Yes,Valid,2021-12-14 20:07:50,2023-05-29 01:21:04,2,544,Rejected,2023-01-05 22:39:00
7121,Nikhil Master,43,Male,Pune,Bachelor,Clerk,1621536,,0,11187760,3828337,665,0,Yes,Valid,2021-12-31 11:20:44,2022-05-12 06:11:44,2,716,Rejected,2023-01-05 22:40:00
7122,Shaurya Das,52,Male,Ahmedabad,High School,Engineer,6000000,986722.0,0,50000000,15313276,645,0,Yes,Valid,2024-12-04 09:13:25,2025-10-16 19:29:29,6,674,Rejected,2023-01-05 22:41:00
7123,Ananya Master,47,Female,Delhi,PhD,Engineer,1280285,,0,18151713,8893655,373,0,No,Expired,2021-10-22 14:53:34,2023-09-23 04:45:41,1,356,Rejected,2023-01-05 22:42:00
7124,Damini Gupta,43,Female,Mumbai,High School,Engineer,2880601,,0,35823107,20000000,380,0,Yes,Expired,2024-06-03 02:54:32,2025-09-07 05:32:36,4,391,Rejected,2023-01-05 22:43:00
7125,Harsh Bose,24,Male,Jaipur,Bachelor,IT Professional,1679839,,0,12806506,9262468,526,0,Yes,Valid,2024-03-24 10:50:48,2024-08-19 08:01:42,3,568,Approved,2023-01-05 22:44:00
7126,Tanvi Singh,60,Female,Ahmedabad,Bachelor,Self Employed,4014767,1262580.0,486588,21278285,13281643,680,0,Yes,Pending,2020-10-24 11:03:38,2024-07-22 12:25:54,5,715,Approved,2023-01-05 22:45:00
7127,Kunal Loyal,60,Male,Lucknow,Diploma,Mechanic,2067281,,0,30767360,11465436,460,0,Yes,Valid,2025-12-06 22:42:38,2025-12-20 07:27:31,3,468,Rejected,2023-01-05 22:46:00
7128,Sanya Verma,29,Female,Kolkata,High School,Clerk,1941849,,0,20044682,8753279,568,0,Yes,Valid,2020-12-21 19:13:40,2023-05-09 04:53:23,2,531,Rejected,2023-01-05 22:47:00
7129,Dev Nath,33,Male,Hyderabad,Bachelor,Civil Servant,3543150,2251612.0,0,27488836,16843938,616,0,Yes,Valid,2023-01-28 06:12:43,2023-08-13 11:59:57,6,641,Approved,2023-01-05 22:48:00
7130,Eshan Mehta,63,Male,Jaipur,Bachelor,Salesperson,2014685,,0,8779561,6059930,646,0,Yes,Expired,2023-07-20 03:31:38,2023-11-01 21:08:35,4,621,Rejected,2023-01-05 22:49:00
7131,Charita Reddy,35,Female,Lucknow,PhD,Doctor,3165939,,0,23259071,8921790,558,0,Yes,Expired,2021-04-25 09:17:13,2023-03-06 14:38:28,3,583,Rejected,2023-01-05 22:50:00
7132,Shaurya Kapoor,56,Male,Jaipur,Bachelor,Doctor,2071519,,0,18132245,9676914,538,0,Yes,Valid,2025-11-01 13:57:28,2025-11-26 04:05:42,3,516,Approved,2023-01-05 22:51:00
7133,Pooja Murty,55,Female,Jaipur,Master,Accountant,588485,2168024.0,0,6742879,2732786,704,0,Yes,Valid,2023-03-02 20:58:30,2025-04-09 23:28:21,3,708,Approved,2023-01-05 22:52:00
7134,Arjun Bose,58,Male,Delhi,Bachelor,Accountant,6000000,1722000.0,0,30883459,13936762,646,0,Yes,Valid,2023-03-11 18:31:22,2025-08-01 21:21:13,6,607,Rejected,2023-01-05 22:53:00
7135,Vikram Murty,21,Male,Jaipur,Bachelor,Farmer,2835671,,443614,12280789,7715621,628,0,No,Valid,2021-06-29 01:10:04,2022-07-31 18:17:51,5,567,Rejected,2023-01-05 22:54:00
7136,Rhea Murty,42,Female,Mumbai,Master,Accountant,1875166,,0,22528562,9053087,553,0,Yes,Valid,2025-06-19 06:14:57,2025-08-20 01:55:51,3,621,Rejected,2023-01-05 22:55:00
7137,Damini Chauhan,45,Female,Ahmedabad,Master,Self Employed,4328569,3305847.0,666510,19716709,8828258,724,0,Yes,Valid,2021-03-07 15:06:06,2025-02-17 12:36:28,6,779,Approved,2023-01-05 22:56:00
7138,Vikram Bose,57,Male,Delhi,High School,Farmer,1349379,,2889511,20755648,5828197,724,0,Yes,Valid,2023-02-18 01:21:36,2025-08-20 16:37:37,6,712,Approved,2023-01-05 22:57:00
7139,Charita Patel,30,Female,Mumbai,Bachelor,Teacher,1387416,1994708.0,0,7370841,3259071,573,1,Yes,Expired,2024-10-09 00:08:52,2025-04-11 03:52:40,5,500,Rejected,2023-01-05 22:58:00
7140,Aarav Iyer,34,Male,Ahmedabad,High School,Teacher,1078697,,0,5651367,2351950,659,0,Yes,Valid,2025-07-21 20:38:53,2025-11-03 00:18:58,1,701,Rejected,2023-01-05 22:59:00
7141,Pooja Das,28,Female,Hyderabad,Master,Accountant,1979684,,0,9534937,4397257,625,0,Yes,Valid,2025-11-08 04:11:04,2025-11-14 21:07:50,3,701,Approved,2023-01-05 23:00:00
7142,Ishan Gupta,54,Male,Jaipur,Bachelor,Engineer,1572125,,0,7081438,4677463,648,0,Yes,Valid,2020-06-10 10:12:23,2025-02-26 07:52:11,1,700,Rejected,2023-01-05 23:01:00
7143,Eshan Murty,64,Male,Bangalore,Bachelor,Nurse,1892509,1775951.0,0,23348741,8318676,674,0,Yes,Valid,2023-09-09 15:26:48,2024-11-21 17:05:34,5,719,Approved,2023-01-05 23:02:00
7144,Vikram Nair,27,Male,Ahmedabad,PhD,Civil Servant,1049600,1735404.0,0,5911183,4716685,664,0,Yes,Pending,2023-07-31 22:31:32,2024-02-14 09:29:12,3,653,Approved,2023-01-05 23:03:00
7145,Ananya Gupta,31,Female,Pune,Diploma,Salesperson,1552878,,0,15978206,5692496,569,0,Yes,Valid,2021-07-12 20:55:40,2024-06-25 05:59:51,3,595,Approved,2023-01-05 23:04:00
7146,Jhanvi Loyal,34,Female,Jaipur,Bachelor,Student,2747588,1256958.0,0,27422602,11133290,634,0,Yes,Valid,2021-12-15 23:36:13,2025-02-15 03:24:42,4,664,Approved,2023-01-05 23:05:00
7147,Charita Verma,60,Female,Jaipur,Bachelor,Accountant,4331424,,0,41957498,17125448,531,0,Yes,Valid,2020-08-07 22:19:45,2025-08-19 11:03:42,6,567,Approved,2023-01-05 23:06:00
7148,Kunal Mehta,40,Male,Kolkata,High School,Student,2237639,668492.0,0,16885095,10434540,541,0,Yes,Pending,2024-09-25 14:34:23,2025-05-19 22:19:21,3,563,Rejected,2023-01-05 23:07:00
7149,Kunal Sharma,33,Male,Hyderabad,High School,Self Employed,1705947,4000000.0,794382,12082786,6843188,682,0,Yes,Valid,2021-03-09 08:50:45,2025-08-29 17:05:53,6,722,Rejected,2023-01-05 23:08:00
7150,Aarav Bose,35,Male,Kolkata,Bachelor,Business Owner,2998438,,654965,29570778,18185095,511,0,Yes,Valid,2025-04-24 01:03:51,2025-10-25 13:04:43,3,538,Rejected,2023-01-05 23:09:00
7151,Indira Gupta,47,Female,Pune,High School,Teacher,3942558,,0,12994591,9960436,585,0,Yes,Pending,2021-02-20 14:23:35,2021-05-27 15:47:56,5,588,Approved,2023-01-05 23:10:00
7152,Aditya Joshi,38,Male,Lucknow,Master,Mechanic,3836180,1365791.0,0,50000000,17417239,642,0,Yes,Expired,2020-05-13 19:01:09,2023-01-05 16:54:08,6,652,Approved,2023-01-05 23:11:00
7153,Pooja Verma,27,Female,Delhi,Diploma,Doctor,2825918,,0,20142096,8917644,660,0,Yes,Valid,2024-12-29 11:46:09,2025-02-13 16:18:47,2,690,Approved,2023-01-05 23:12:00
7154,Pranav Mehta,57,Male,Mumbai,Diploma,Clerk,1501136,2954917.0,0,17336999,6534965,640,0,Yes,Valid,2024-07-21 19:04:47,2025-02-09 17:10:59,5,649,Approved,2023-01-05 23:13:00
7155,Damini Reddy,39,Female,Chennai,High School,Clerk,2128737,1862744.0,0,25982132,8478758,605,0,Yes,Valid,2022-12-04 08:26:57,2023-07-01 17:36:41,3,592,Rejected,2023-01-05 23:14:00
7156,Dev Verma,32,Male,Chennai,Bachelor,Teacher,2470459,,0,23345370,8958431,548,0,Yes,Expired,2021-08-19 18:46:36,2022-12-11 09:10:52,4,513,Rejected,2023-01-05 23:15:00
7157,Arjun Singh,53,Male,Lucknow,Bachelor,Mechanic,641462,,0,3253067,1640746,638,0,Yes,Valid,2025-08-16 07:26:43,2025-10-29 04:31:19,2,680,Approved,2023-01-05 23:16:00
7158,Indira Das,53,Female,Bangalore,PhD,Teacher,2218494,,0,21946196,11842924,540,0,Yes,Valid,2022-10-29 17:58:42,2025-07-04 17:03:29,2,559,Rejected,2023-01-05 23:17:00
7159,Nisha Iyer,27,Female,Delhi,High School,Civil Servant,5183082,,0,50000000,20000000,577,0,Yes,Valid,2024-10-29 07:40:02,2025-06-21 04:53:27,6,572,Approved,2023-01-05 23:18:00
7160,Meera Mehta,24,Female,Delhi,High School,Nurse,1589115,2384317.0,0,8550745,5374863,680,0,Yes,Valid,2021-01-30 10:30:47,2025-06-16 08:40:53,5,652,Approved,2023-01-05 23:19:00
7161,Ananya Joshi,22,Female,Jaipur,High School,Doctor,883002,1570180.0,0,7241191,3349017,679,0,Yes,Valid,2024-03-02 02:44:14,2025-03-29 04:19:13,2,698,Approved,2023-01-05 23:20:00
7162,Pooja Kulkarni,54,Female,Pune,Bachelor,Teacher,1568609,2024547.0,0,11605910,5405596,716,0,Yes,Valid,2023-10-15 12:04:18,2025-08-07 17:43:07,4,785,Approved,2023-01-05 23:21:00
7163,Aditya Kulkarni,48,Male,Lucknow,High School,Engineer,1540706,,0,15969481,6318413,515,0,Yes,Pending,2020-02-21 16:02:11,2024-11-14 16:08:43,3,524,Approved,2023-01-05 23:22:00
7164,Aditya Joshi,55,Male,Bangalore,High School,Engineer,3796254,1642173.0,0,23621711,13232072,654,0,Yes,Expired,2020-10-24 07:20:12,2022-09-04 03:42:51,5,649,Approved,2023-01-05 23:23:00
7165,Ubika Joshi,48,Female,Mumbai,Bachelor,Business Owner,6000000,,740138,44352969,20000000,622,0,Yes,Valid,2025-01-13 12:03:43,2025-02-24 14:50:07,6,655,Rejected,2023-01-05 23:24:00
7166,Nisha Patel,38,Female,Chennai,Master,Teacher,2365456,1535912.0,0,10163329,6053783,647,0,Yes,Valid,2022-04-13 02:20:50,2023-06-02 15:41:59,3,663,Approved,2023-01-05 23:25:00
